N-.1	N-.2	N-.3	N-.4	N-.5	N-.6	enrichment_term
GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	0	1.18499516757245	0	0.338496911636046	1.37356212563605	0	GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY
GO_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	0	0.271820831964657	0.409849568006512	0.415752086919552	0	0	GO_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA
GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	0.401346594289321	0	0	0	1.9092164638427	0	GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL
GO_POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION
GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	0	0.996971987135579	0	0.524459945914035	0.755429678883022	0.824594974163975	GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS
GO_POSITIVE_REGULATION_OF_RESPIRATORY_BURST	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RESPIRATORY_BURST
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	0.619680422656972	1.18499516757245	0.333000195133487	0.338496911636046	0	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	0.340929161810172	0.336777257850512	0	0.198645736513768	0	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	0.259543763595958	0.255008583475234	0.0694605505353118	0.553581517433538	0	0.239501378692353	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DRUG	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DRUG
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.15291720077058	0.15101177900988	0	0	0.463321770004722	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	0.258064081381358	3.95770028545586	0	0.0171974116163474	0.282049072254273	0.7447454500483	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	0.557084809357187	1.07874523032601	0.30221538704506	0.307516935037388	0	0	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING
GO_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION
GO_POSITIVE_REGULATION_OF_RIBOSOME_BIOGENESIS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RIBOSOME_BIOGENESIS
GO_POSITIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_RNA_BINDING	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RNA_BINDING
GO_POSITIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS
GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	0	0.143659978453683	0	0.0959195713364642	0.232614707090785	0	GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTIONAL_PREINITIATION_COMPLEX_ASSEMBLY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTIONAL_PREINITIATION_COMPLEX_ASSEMBLY
GO_POSITIVE_REGULATION_OF_RNA_SPLICING	0	0.142100413434462	0	0.256334368927854	0.449111710720637	0	GO_POSITIVE_REGULATION_OF_RNA_SPLICING
GO_POSITIVE_REGULATION_OF_RUFFLE_ASSEMBLY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RUFFLE_ASSEMBLY
GO_POSITIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY
GO_POSITIVE_REGULATION_OF_SARCOMERE_ORGANIZATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SARCOMERE_ORGANIZATION
GO_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS
GO_POSITIVE_REGULATION_OF_SECRETION	0.010136776253121	3.09386033180178	0.296187036808375	0.166440847731994	0.966838381011216	0.0532830203229548	GO_POSITIVE_REGULATION_OF_SECRETION
GO_POSITIVE_REGULATION_OF_SENSORY_PERCEPTION_OF_PAIN	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SENSORY_PERCEPTION_OF_PAIN
GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION
GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE
GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
GO_POSITIVE_REGULATION_OF_SIGNALING	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SIGNALING
GO_POSITIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	0	0.873140754576696	0	0	0	0	GO_POSITIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY
GO_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION
GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT
GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT
GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION
GO_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION
GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	0	0.985467473416795	0	0.783578954767104	1.22286879021474	1.35713436029738	GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION
GO_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	0.0854956584398246	0.624182930648926	0	0.531810045967208	0.346763975475741	0	GO_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	0	0	0.458864523412642	0.464977742602356	0	0	GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.095712428620537	1.14233037109723	0.557911920862394	0.190688751952724	0.973810263255443	0	GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION
GO_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	0	0.996971987135579	0	0	0	0	GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	1.07007442401775	0	0	0	0	GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	0	1.45019714207001	0	0	0	0	GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT
GO_POSITIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS
GO_POSITIVE_REGULATION_OF_SPINDLE_ASSEMBLY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SPINDLE_ASSEMBLY
GO_POSITIVE_REGULATION_OF_SPINDLE_CHECKPOINT	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SPINDLE_CHECKPOINT
GO_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS	0	0.820046157925885	0	0	0.661633278130685	0	GO_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS
GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE
GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION
GO_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS
GO_POSITIVE_REGULATION_OF_STEROID_HORMONE_SECRETION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_STEROID_HORMONE_SECRETION
GO_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	0.401346594289321	0	0	0	0.79315476646961	0	GO_POSITIVE_REGULATION_OF_STEROL_TRANSPORT
GO_POSITIVE_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY
GO_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	0	1.44716201051317	1.28362901345655	0	1.01638197540405	0.628730579382262	GO_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE
GO_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	0.101323420503946	0.336777257850512	0.577332672183134	1.13076416344412	0	0.434903073893838	GO_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY
GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS
GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	0	0.182029556941796	0	0.847033227268087	2.26494297333756	0.574279256445467	GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION
GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	0.872897682815483	1.42361045595744	0.240509851817841	0	0	0.496501356374911	GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING
GO_POSITIVE_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SUPEROXIDE_ANION_GENERATION
GO_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	0.00966331950973824	6.25039246084739	1.97413192719937	0.538873178830374	0.503482655326679	0.640042654829218	GO_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION
GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY
GO_POSITIVE_REGULATION_OF_SYNAPSE_MATURATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPSE_MATURATION
GO_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	0	0.244120804846632	0	0.92596817547992	0.312047027230375	0.366875051530803	GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC
GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING
GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS
GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING
GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT
GO_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE
GO_POSITIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS
GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION
GO_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	0	0.873140754576696	0	0.464977742602356	0.690182285804172	0	GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	0	1.07874523032601	0.30221538704506	0.307516935037388	0.510693854494271	0	GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY
GO_POSITIVE_REGULATION_OF_T_CELL_MIGRATION	0	2.16896205916937	0.388330629480072	0.394129753755794	0	0	GO_POSITIVE_REGULATION_OF_T_CELL_MIGRATION
GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	0.0684628039426093	1.41554207692617	0.14646310196658	0.150306822496131	1.55535685723447	0.973942473409066	GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION
GO_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION
GO_POSITIVE_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE
GO_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE
GO_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION
GO_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY
GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	0	0	0	0.267982586570027	0	2.30739179267314	GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY
GO_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY
GO_POSITIVE_REGULATION_OF_TELOMERE_CAPPING	0	0	0	0.524459945914035	0	1.97058661689215	GO_POSITIVE_REGULATION_OF_TELOMERE_CAPPING
GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	0	0	0.135474993257278	0.139169923794851	0	0.936804051487947	GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE
GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	0	0	0	0.215840740924227	0	1.17611971667482	GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING
GO_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION
GO_POSITIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS
GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING	0	0.367160253589075	0	0	0.755429678883022	0	GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING
GO_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.401346594289321	0.398485267677524	0	0.559263488991656	0	0	GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_TOOTH_MINERALIZATION	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TOOTH_MINERALIZATION
GO_POSITIVE_REGULATION_OF_TOR_SIGNALING	0	0.13379829837659	0	0	0.435586462000282	0.496501356374911	GO_POSITIVE_REGULATION_OF_TOR_SIGNALING
GO_POSITIVE_REGULATION_OF_TORC1_SIGNALING	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TORC1_SIGNALING
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	0	0.221209693179314	0.350084537271857	0	0	0	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	0.00135295502684744	0.343000200997341	0.000839138439351417	5.03571424615151	0.0819870322230657	0.279398112411209	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HEAT_STRESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HEAT_STRESS
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	0	0	0	0	0	0	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS
